EXOPLANET CANDIDATE RANKING — PHASE 9 FINAL OUTPUT
============================================================

Total candidates evaluated: 1979
HIGH confidence (score ≥ 0.80): 1112
MEDIUM confidence (0.50–0.79):  90
LOW / False Positives:          777

Rank   Cand. Index    Score        Tier       Agreement
752    236            0.9996       HIGH       5/5
753    659            0.9996       HIGH       5/5
754    946            0.9996       HIGH       5/5
755    516            0.9996       HIGH       5/5
756    1456           0.9996       HIGH       5/5
757    1813           0.9996       HIGH       5/5
758    317            0.9996       HIGH       5/5
759    1352           0.9996       HIGH       5/5
760    698            0.9996       HIGH       5/5
761    1766           0.9996       HIGH       5/5
762    602            0.9996       HIGH       5/5
763    286            0.9996       HIGH       5/5
764    997            0.9996       HIGH       5/5
765    528            0.9996       HIGH       5/5
766    1721           0.9996       HIGH       5/5
767    564            0.9996       HIGH       5/5
768    1145           0.9995       HIGH       5/5
769    996            0.9995       HIGH       5/5
770    1403           0.9995       HIGH       5/5
771    500            0.9995       HIGH       5/5
772    96             0.9995       HIGH       5/5
773    480            0.9995       HIGH       5/5
774    254            0.9995       HIGH       5/5
775    1774           0.9995       HIGH       5/5
776    641            0.9995       HIGH       5/5
777    307            0.9995       HIGH       5/5
778    221            0.9995       HIGH       5/5
779    320            0.9995       HIGH       5/5
780    374            0.9995       HIGH       5/5
781    551            0.9995       HIGH       5/5
782    315            0.9995       HIGH       5/5
783    1834           0.9995       HIGH       5/5
784    274            0.9995       HIGH       5/5
785    1750           0.9995       HIGH       5/5
786    826            0.9995       HIGH       5/5
787    1758           0.9995       HIGH       5/5
788    1977           0.9995       HIGH       5/5
789    120            0.9995       HIGH       5/5
790    811            0.9995       HIGH       5/5
791    1829           0.9995       HIGH       5/5
792    665            0.9995       HIGH       5/5
793    686            0.9995       HIGH       5/5
794    1665           0.9995       HIGH       5/5
795    1695           0.9995       HIGH       5/5
796    1012           0.9995       HIGH       5/5
797    405            0.9995       HIGH       5/5
798    670            0.9995       HIGH       5/5
799    859            0.9995       HIGH       5/5
800    651            0.9995       HIGH       5/5
801    1589           0.9995       HIGH       5/5
802    731            0.9995       HIGH       5/5
803    1892           0.9995       HIGH       5/5
804    1130           0.9995       HIGH       5/5
805    1753           0.9995       HIGH       5/5
806    1488           0.9995       HIGH       5/5
807    618            0.9995       HIGH       5/5
808    1631           0.9995       HIGH       5/5
809    543            0.9995       HIGH       5/5
810    771            0.9995       HIGH       5/5
811    487            0.9994       HIGH       5/5
812    1628           0.9994       HIGH       5/5
813    679            0.9994       HIGH       5/5
814    857            0.9994       HIGH       5/5
815    509            0.9994       HIGH       5/5
816    541            0.9994       HIGH       5/5
817    750            0.9994       HIGH       5/5
818    488            0.9994       HIGH       5/5
819    1679           0.9994       HIGH       5/5
820    800            0.9994       HIGH       5/5
821    531            0.9994       HIGH       5/5
822    1865           0.9994       HIGH       5/5
823    616            0.9994       HIGH       5/5
824    1056           0.9994       HIGH       5/5
825    660            0.9994       HIGH       5/5
826    755            0.9994       HIGH       5/5
827    450            0.9994       HIGH       5/5
828    1198           0.9994       HIGH       5/5
829    4              0.9994       HIGH       5/5
830    1910           0.9994       HIGH       5/5
831    1917           0.9994       HIGH       5/5
832    700            0.9994       HIGH       5/5
833    525            0.9994       HIGH       5/5
834    1649           0.9994       HIGH       5/5
835    1944           0.9994       HIGH       5/5
836    469            0.9994       HIGH       5/5
837    610            0.9994       HIGH       5/5
838    1878           0.9993       HIGH       5/5
839    928            0.9993       HIGH       5/5
840    1052           0.9993       HIGH       5/5
841    1810           0.9993       HIGH       5/5
842    784            0.9993       HIGH       5/5
843    840            0.9993       HIGH       5/5
844    167            0.9993       HIGH       5/5
845    753            0.9993       HIGH       5/5
846    1700           0.9993       HIGH       5/5
847    1151           0.9993       HIGH       5/5
848    807            0.9993       HIGH       5/5
849    742            0.9992       HIGH       5/5
850    1445           0.9992       HIGH       5/5
851    457            0.9992       HIGH       5/5
852    251            0.9992       HIGH       5/5
853    936            0.9992       HIGH       5/5
854    820            0.9992       HIGH       5/5
855    729            0.9992       HIGH       5/5
856    903            0.9992       HIGH       5/5
857    1697           0.9992       HIGH       5/5
858    600            0.9992       HIGH       5/5
859    932            0.9992       HIGH       5/5
860    588            0.9991       HIGH       5/5
861    569            0.9991       HIGH       5/5
862    527            0.9991       HIGH       5/5
863    1965           0.9991       HIGH       5/5
864    1434           0.9991       HIGH       5/5
865    614            0.9991       HIGH       5/5
866    692            0.9991       HIGH       5/5
867    1604           0.9991       HIGH       5/5
868    1928           0.9991       HIGH       5/5
869    587            0.9991       HIGH       5/5
870    1775           0.9991       HIGH       5/5
871    1906           0.9991       HIGH       5/5
872    1641           0.9991       HIGH       5/5
873    1312           0.9990       HIGH       5/5
874    1964           0.9990       HIGH       5/5
875    802            0.9990       HIGH       5/5
876    571            0.9990       HIGH       5/5
877    621            0.9990       HIGH       5/5
878    52             0.9990       HIGH       5/5
879    1856           0.9990       HIGH       5/5
880    829            0.9990       HIGH       5/5
881    523            0.9990       HIGH       5/5
882    1939           0.9989       HIGH       5/5
883    925            0.9989       HIGH       5/5
884    1693           0.9989       HIGH       5/5
885    548            0.9989       HIGH       5/5
886    760            0.9989       HIGH       5/5
887    653            0.9989       HIGH       5/5
888    683            0.9989       HIGH       5/5
889    597            0.9988       HIGH       5/5
890    476            0.9988       HIGH       5/5
891    1437           0.9987       HIGH       5/5
892    1063           0.9987       HIGH       5/5
893    550            0.9987       HIGH       5/5
894    1833           0.9987       HIGH       5/5
895    1920           0.9987       HIGH       5/5
896    1580           0.9987       HIGH       5/5
897    1621           0.9987       HIGH       5/5
898    1597           0.9987       HIGH       5/5
899    675            0.9986       HIGH       5/5
900    1256           0.9986       HIGH       5/5
901    521            0.9986       HIGH       5/5
902    1853           0.9986       HIGH       5/5
903    503            0.9986       HIGH       5/5
904    649            0.9986       HIGH       5/5
905    570            0.9985       HIGH       5/5
906    452            0.9985       HIGH       5/5
907    718            0.9985       HIGH       5/5
908    668            0.9985       HIGH       5/5
909    881            0.9984       HIGH       5/5
910    1354           0.9984       HIGH       5/5
911    62             0.9984       HIGH       5/5
912    1786           0.9984       HIGH       5/5
913    1586           0.9983       HIGH       5/5
914    1627           0.9983       HIGH       5/5
915    1220           0.9983       HIGH       5/5
916    61             0.9982       HIGH       5/5
917    492            0.9982       HIGH       5/5
918    421            0.9982       HIGH       5/5
919    134            0.9982       HIGH       5/5
920    1466           0.9982       HIGH       5/5
921    117            0.9982       HIGH       5/5
922    168            0.9982       HIGH       5/5
923    611            0.9981       HIGH       5/5
924    765            0.9980       HIGH       5/5
925    1648           0.9980       HIGH       5/5
926    1768           0.9980       HIGH       5/5
927    561            0.9980       HIGH       5/5
928    995            0.9979       HIGH       5/5
929    21             0.9979       HIGH       5/5
930    1696           0.9979       HIGH       5/5
931    1938           0.9979       HIGH       5/5
932    1038           0.9979       HIGH       5/5
933    860            0.9978       HIGH       5/5
934    1654           0.9978       HIGH       5/5
935    1228           0.9978       HIGH       5/5
936    1563           0.9978       HIGH       5/5
937    1518           0.9977       HIGH       5/5
938    1921           0.9977       HIGH       5/5
939    1351           0.9977       HIGH       5/5
940    837            0.9977       HIGH       5/5
941    1676           0.9977       HIGH       5/5
942    1614           0.9976       HIGH       5/5
943    490            0.9975       HIGH       5/5
944    1924           0.9973       HIGH       5/5
945    1839           0.9973       HIGH       5/5
946    763            0.9972       HIGH       5/5
947    1519           0.9970       HIGH       5/5
948    711            0.9970       HIGH       5/5
949    1887           0.9969       HIGH       5/5
950    126            0.9969       HIGH       5/5
951    377            0.9967       HIGH       5/5
952    1672           0.9966       HIGH       5/5
953    1611           0.9965       HIGH       5/5
954    38             0.9965       HIGH       5/5
955    583            0.9964       HIGH       5/5
956    1613           0.9963       HIGH       5/5
957    1633           0.9963       HIGH       5/5
958    669            0.9962       HIGH       5/5
959    985            0.9962       HIGH       5/5
960    736            0.9961       HIGH       5/5
961    922            0.9959       HIGH       5/5
962    1016           0.9958       HIGH       5/5
963    1907           0.9957       HIGH       5/5
964    844            0.9953       HIGH       5/5
965    1578           0.9952       HIGH       5/5
966    855            0.9952       HIGH       5/5
967    1743           0.9952       HIGH       5/5
968    1632           0.9951       HIGH       5/5
969    929            0.9951       HIGH       5/5
970    875            0.9951       HIGH       5/5
971    688            0.9950       HIGH       5/5
972    643            0.9950       HIGH       5/5
973    1683           0.9949       HIGH       5/5
974    30             0.9947       HIGH       5/5
975    484            0.9947       HIGH       5/5
976    328            0.9942       HIGH       5/5
977    336            0.9932       HIGH       5/5
978    524            0.9928       HIGH       5/5
979    270            0.9924       HIGH       5/5
980    1461           0.9923       HIGH       5/5
981    1607           0.9919       HIGH       5/5
982    1901           0.9916       HIGH       5/5
983    759            0.9912       HIGH       5/5
984    691            0.9905       HIGH       5/5
985    1103           0.9904       HIGH       5/5
986    162            0.9902       HIGH       5/5
987    517            0.9901       HIGH       5/5
988    652            0.9896       HIGH       5/5
989    1640           0.9888       HIGH       5/5
990    577            0.9885       HIGH       5/5
991    589            0.9884       HIGH       5/5
992    1651           0.9879       HIGH       5/5
993    1815           0.9876       HIGH       5/5
994    508            0.9872       HIGH       5/5
995    139            0.9863       HIGH       5/5
996    1919           0.9856       HIGH       5/5
997    1669           0.9854       HIGH       5/5
998    1891           0.9850       HIGH       5/5
999    1551           0.9849       HIGH       5/5
1000   1083           0.9848       HIGH       5/5
1001   438            0.9845       HIGH       5/5
1002   165            0.9828       HIGH       5/5
1003   726            0.9805       HIGH       5/5
1004   1440           0.9803       HIGH       5/5
1005   1283           0.9802       HIGH       5/5
1006   967            0.9800       HIGH       5/5
1007   441            0.9800       HIGH       5/5
1008   424            0.9793       HIGH       5/5
1009   542            0.9792       HIGH       5/5
1010   661            0.9785       HIGH       5/5
1011   188            0.9780       HIGH       5/5
1012   657            0.9775       HIGH       5/5
1013   1480           0.9770       HIGH       5/5
1014   84             0.9769       HIGH       5/5
1015   915            0.9768       HIGH       5/5
1016   913            0.9751       HIGH       5/5
1017   1591           0.9747       HIGH       5/5
1018   630            0.9721       HIGH       5/5
1019   445            0.9713       HIGH       5/5
1020   905            0.9704       HIGH       5/5
1021   604            0.9701       HIGH       5/5
1022   1213           0.9693       HIGH       5/5
1023   481            0.9683       HIGH       5/5
1024   695            0.9659       HIGH       5/5
1025   402            0.9644       HIGH       4/5
1026   1539           0.9644       HIGH       4/5
1027   1688           0.9644       HIGH       4/5
1028   639            0.9644       HIGH       4/5
1029   1701           0.9644       HIGH       4/5
1030   989            0.9644       HIGH       4/5
1031   786            0.9644       HIGH       4/5
1032   1322           0.9643       HIGH       4/5
1033   777            0.9643       HIGH       4/5
1034   1387           0.9643       HIGH       4/5
1035   1217           0.9643       HIGH       4/5
1036   49             0.9642       HIGH       4/5
1037   558            0.9641       HIGH       4/5
1038   1158           0.9641       HIGH       4/5
1039   1504           0.9641       HIGH       4/5
1040   1849           0.9639       HIGH       4/5
1041   923            0.9636       HIGH       4/5
1042   1333           0.9631       HIGH       5/5
1043   896            0.9630       HIGH       4/5
1044   650            0.9628       HIGH       5/5
1045   358            0.9618       HIGH       4/5
1046   1945           0.9612       HIGH       4/5
1047   785            0.9608       HIGH       4/5
1048   419            0.9603       HIGH       5/5
1049   754            0.9583       HIGH       5/5
1050   1619           0.9582       HIGH       4/5
1051   1821           0.9579       HIGH       5/5
1052   606            0.9568       HIGH       5/5
1053   1681           0.9568       HIGH       5/5
1054   1234           0.9555       HIGH       4/5
1055   1956           0.9547       HIGH       4/5
1056   1336           0.9538       HIGH       5/5
1057   757            0.9524       HIGH       5/5
1058   613            0.9523       HIGH       5/5
1059   1967           0.9520       HIGH       5/5
1060   636            0.9516       HIGH       5/5
1061   1605           0.9506       HIGH       5/5
1062   830            0.9497       HIGH       4/5
1063   716            0.9487       HIGH       5/5
1064   792            0.9454       HIGH       4/5
1065   352            0.9364       HIGH       5/5
1066   703            0.9349       HIGH       5/5
1067   1300           0.9349       HIGH       5/5
1068   575            0.9343       HIGH       5/5
1069   680            0.9283       HIGH       4/5
1070   1895           0.9257       HIGH       4/5
1071   775            0.9204       HIGH       5/5
1072   72             0.9182       HIGH       5/5
1073   293            0.9164       HIGH       4/5
1074   1905           0.9124       HIGH       5/5
1075   1822           0.9106       HIGH       5/5
1076   1266           0.9071       HIGH       5/5
1077   1446           0.9030       HIGH       5/5
1078   1021           0.8994       HIGH       5/5
1079   1691           0.8947       HIGH       5/5
1080   941            0.8913       HIGH       5/5
1081   627            0.8881       HIGH       5/5
1082   57             0.8748       HIGH       5/5
1083   220            0.8658       HIGH       5/5
1084   973            0.8532       HIGH       5/5
1085   741            0.8506       HIGH       5/5
1086   1102           0.8501       HIGH       5/5
1087   902            0.8393       HIGH       5/5
1088   1778           0.8386       HIGH       4/5
1089   362            0.8386       HIGH       4/5
1090   899            0.8386       HIGH       4/5
1091   1598           0.8386       HIGH       4/5
1092   1667           0.8385       HIGH       4/5
1093   259            0.8385       HIGH       4/5
1094   46             0.8385       HIGH       4/5
1095   1793           0.8384       HIGH       4/5
1096   269            0.8384       HIGH       4/5
1097   609            0.8366       HIGH       4/5
1098   341            0.8360       HIGH       5/5
1099   27             0.8358       HIGH       4/5
1100   1590           0.8352       HIGH       4/5
1101   878            0.8348       HIGH       5/5
1102   186            0.8335       HIGH       4/5
1103   1537           0.8329       HIGH       5/5
1104   960            0.8328       HIGH       4/5
1105   1587           0.8326       HIGH       4/5
1106   174            0.8295       HIGH       4/5
1107   1599           0.8279       HIGH       5/5
1108   1909           0.8243       HIGH       4/5
1109   1942           0.8176       HIGH       5/5
1110   273            0.8109       HIGH       5/5
1111   1413           0.8018       HIGH       5/5
1112   1962           0.8017       HIGH       5/5
1113   1321           0.7920       MEDIUM     4/5
1114   1805           0.7916       MEDIUM     4/5
1115   47             0.7880       MEDIUM     4/5
1116   1420           0.7859       MEDIUM     4/5
1117   213            0.7845       MEDIUM     4/5
1118   1467           0.7782       MEDIUM     4/5
1119   361            0.7757       MEDIUM     4/5
1120   1811           0.7734       MEDIUM     4/5
1121   1957           0.7729       MEDIUM     4/5
1122   1093           0.7615       MEDIUM     4/5
1123   1959           0.7569       MEDIUM     3/5
1124   1438           0.7495       MEDIUM     4/5
1125   1732           0.7426       MEDIUM     4/5
1126   709            0.7369       MEDIUM     4/5
1127   1555           0.7294       MEDIUM     3/5
1128   1817           0.7223       MEDIUM     4/5
1129   1013           0.7053       MEDIUM     4/5
1130   1845           0.7030       MEDIUM     4/5
1131   64             0.6874       MEDIUM     4/5
1132   1832           0.6838       MEDIUM     3/5
1133   1783           0.6726       MEDIUM     4/5
1134   966            0.6720       MEDIUM     4/5
1135   1412           0.6703       MEDIUM     4/5
1136   889            0.6677       MEDIUM     4/5
1137   426            0.6624       MEDIUM     4/5
1138   858            0.6605       MEDIUM     4/5
1139   411            0.6531       MEDIUM     3/5
1140   870            0.6261       MEDIUM     3/5
1141   1643           0.6239       MEDIUM     4/5
1142   1427           0.6237       MEDIUM     3/5
1143   1704           0.6144       MEDIUM     4/5
1144   1699           0.6128       MEDIUM     4/5
1145   187            0.6082       MEDIUM     4/5
1146   161            0.6019       MEDIUM     4/5
1147   1023           0.6013       MEDIUM     4/5
1148   95             0.6011       MEDIUM     4/5
1149   876            0.6007       MEDIUM     4/5
1150   1470           0.6007       MEDIUM     4/5
1151   1574           0.6002       MEDIUM     4/5
1152   1542           0.6001       MEDIUM     4/5
1153   1908           0.6001       MEDIUM     4/5
1154   1493           0.6000       MEDIUM     4/5
1155   444            0.5999       MEDIUM     4/5
1156   1771           0.5998       MEDIUM     4/5
1157   1491           0.5997       MEDIUM     4/5
1158   146            0.5997       MEDIUM     4/5
1159   1830           0.5997       MEDIUM     4/5
1160   1718           0.5997       MEDIUM     4/5
1161   1570           0.5844       MEDIUM     3/5
1162   285            0.5818       MEDIUM     3/5
1163   518            0.5775       MEDIUM     3/5
1164   782            0.5745       MEDIUM     3/5
1165   78             0.5740       MEDIUM     3/5
1166   959            0.5706       MEDIUM     2/5
1167   1807           0.5702       MEDIUM     2/5
1168   1206           0.5699       MEDIUM     3/5
1169   1554           0.5691       MEDIUM     2/5
1170   22             0.5687       MEDIUM     3/5
1171   585            0.5684       MEDIUM     3/5
1172   1670           0.5656       MEDIUM     2/5
1173   699            0.5654       MEDIUM     3/5
1174   1925           0.5647       MEDIUM     3/5
1175   48             0.5645       MEDIUM     3/5
1176   664            0.5645       MEDIUM     3/5
1177   69             0.5644       MEDIUM     3/5
1178   1556           0.5644       MEDIUM     3/5
1179   804            0.5644       MEDIUM     3/5
1180   1526           0.5644       MEDIUM     3/5
1181   514            0.5644       MEDIUM     3/5
1182   1935           0.5644       MEDIUM     3/5
1183   1933           0.5644       MEDIUM     3/5
1184   372            0.5644       MEDIUM     3/5
1185   921            0.5644       MEDIUM     3/5
1186   1915           0.5330       MEDIUM     2/5
1187   745            0.5204       MEDIUM     3/5
1188   1930           0.5185       MEDIUM     2/5
1189   1325           0.5108       MEDIUM     2/5
1190   35             0.5085       MEDIUM     2/5
1191   1736           0.5085       MEDIUM     3/5
1192   1843           0.5084       MEDIUM     3/5
1193   993            0.5084       MEDIUM     3/5
1194   396            0.5081       MEDIUM     3/5
1195   720            0.5078       MEDIUM     3/5
1196   74             0.5067       MEDIUM     3/5
1197   1644           0.5053       MEDIUM     3/5
1198   33             0.5046       MEDIUM     3/5
1199   638            0.5022       MEDIUM     3/5
1200   181            0.5009       MEDIUM     3/5
1201   1472           0.5001       MEDIUM     3/5
1202   383            0.5000       MEDIUM     3/5
1203   920            0.4998       LOW        3/5
1204   1894           0.4985       LOW        3/5
1205   1862           0.4927       LOW        3/5
1206   502            0.4881       LOW        3/5
1207   747            0.4871       LOW        3/5
1208   313            0.4858       LOW        3/5
1209   25             0.4857       LOW        3/5
1210   848            0.4835       LOW        3/5
1211   1572           0.4794       LOW        2/5
1212   1976           0.4769       LOW        2/5
1213   1734           0.4767       LOW        3/5
1214   103            0.4759       LOW        3/5
1215   1350           0.4751       LOW        3/5
1216   894            0.4735       LOW        3/5
1217   422            0.4655       LOW        3/5
1218   1439           0.4525       LOW        3/5
1219   230            0.4517       LOW        3/5
1220   408            0.4517       LOW        2/5
1221   266            0.4470       LOW        3/5
1222   1219           0.4451       LOW        3/5
1223   178            0.4432       LOW        3/5
1224   157            0.4424       LOW        3/5
1225   734            0.4409       LOW        3/5
1226   1149           0.4387       LOW        3/5
1227   1494           0.4387       LOW        3/5
1228   1419           0.4386       LOW        3/5
1229   1716           0.4386       LOW        3/5
1230   539            0.4286       LOW        3/5
1231   1355           0.4194       LOW        2/5
1232   1782           0.3891       LOW        3/5
1233   1214           0.3822       LOW        2/5
1234   1855           0.3814       LOW        3/5
1235   1636           0.3808       LOW        3/5
1236   1854           0.3771       LOW        3/5
1237   724            0.3687       LOW        2/5
1238   1890           0.3402       LOW        2/5
1239   207            0.3371       LOW        3/5
1240   1224           0.3228       LOW        2/5
1241   1006           0.3226       LOW        1/5
1242   1558           0.2947       LOW        2/5
1243   943            0.2848       LOW        2/5
1244   1161           0.2770       LOW        1/5
1245   854            0.2546       LOW        1/5
1246   34             0.2523       LOW        2/5
1247   1048           0.2431       LOW        2/5
1248   121            0.2388       LOW        2/5
1249   723            0.2358       LOW        2/5
1250   1929           0.2307       LOW        1/5
1251   1673           0.2247       LOW        1/5
1252   149            0.2208       LOW        2/5
1253   1828           0.2164       LOW        2/5
1254   1223           0.2149       LOW        2/5
1255   392            0.2096       LOW        1/5
1256   790            0.2057       LOW        1/5
1257   454            0.1980       LOW        1/5
1258   540            0.1964       LOW        2/5
1259   1248           0.1956       LOW        2/5
1260   1802           0.1915       LOW        2/5
1261   1168           0.1877       LOW        1/5
1262   1477           0.1827       LOW        2/5
1263   1686           0.1781       LOW        2/5
1264   1674           0.1776       LOW        2/5
1265   1937           0.1737       LOW        1/5
1266   91             0.1728       LOW        2/5
1267   1896           0.1720       LOW        1/5
1268   1521           0.1719       LOW        1/5
1269   849            0.1715       LOW        1/5
1270   1911           0.1715       LOW        1/5
1271   351            0.1714       LOW        1/5
1272   1952           0.1711       LOW        1/5
1273   1934           0.1711       LOW        1/5
1274   1953           0.1711       LOW        1/5
1275   1947           0.1710       LOW        1/5
1276   1622           0.1709       LOW        1/5
1277   1958           0.1708       LOW        1/5
1278   1922           0.1708       LOW        1/5
1279   1926           0.1708       LOW        1/5
1280   893            0.1708       LOW        1/5
1281   553            0.1708       LOW        1/5
1282   1897           0.1708       LOW        1/5
1283   1534           0.1708       LOW        1/5
1284   1527           0.1708       LOW        1/5
1285   850            0.1708       LOW        1/5
1286   1960           0.1708       LOW        1/5
1287   1971           0.1708       LOW        1/5
1288   891            0.1708       LOW        1/5
1289   177            0.1687       LOW        2/5
1290   866            0.1676       LOW        2/5
1291   895            0.1633       LOW        1/5
1292   1784           0.1600       LOW        2/5
1293   249            0.1589       LOW        2/5
1294   485            0.1570       LOW        2/5
1295   1593           0.1525       LOW        2/5
1296   1709           0.1503       LOW        2/5
1297   1639           0.1492       LOW        2/5
1298   1523           0.1443       LOW        2/5
1299   1077           0.1428       LOW        1/5
1300   133            0.1392       LOW        2/5
1301   325            0.1381       LOW        2/5
1302   1029           0.1374       LOW        2/5
1303   1382           0.1364       LOW        2/5
1304   1859           0.1355       LOW        2/5
1305   1847           0.1354       LOW        2/5
1306   506            0.1333       LOW        2/5
1307   391            0.1333       LOW        2/5
1308   140            0.1313       LOW        2/5
1309   156            0.1302       LOW        2/5
1310   106            0.1285       LOW        2/5
1311   1557           0.1279       LOW        1/5
1312   513            0.1278       LOW        2/5
1313   1496           0.1268       LOW        2/5
1314   1410           0.1236       LOW        2/5
1315   59             0.1230       LOW        2/5
1316   1801           0.1223       LOW        2/5
1317   1344           0.1216       LOW        1/5
1318   1931           0.1215       LOW        2/5
1319   108            0.1204       LOW        2/5
1320   1422           0.1188       LOW        2/5
1321   1851           0.1185       LOW        2/5
1322   1060           0.1184       LOW        2/5
1323   1714           0.1182       LOW        2/5
1324   1791           0.1175       LOW        2/5
1325   1827           0.1175       LOW        2/5
1326   1464           0.1169       LOW        2/5
1327   1616           0.1164       LOW        2/5
1328   1577           0.1163       LOW        2/5
1329   1708           0.1159       LOW        2/5
1330   1475           0.1157       LOW        2/5
1331   767            0.1156       LOW        2/5
1332   1868           0.1150       LOW        2/5
1333   159            0.1149       LOW        2/5
1334   1731           0.1148       LOW        2/5
1335   97             0.1148       LOW        2/5
1336   144            0.1145       LOW        2/5
1337   63             0.1144       LOW        2/5
1338   39             0.1143       LOW        2/5
1339   353            0.1141       LOW        2/5
1340   1453           0.1138       LOW        2/5
1341   56             0.1137       LOW        2/5
1342   1471           0.1134       LOW        2/5
1343   89             0.1131       LOW        2/5
1344   1646           0.1127       LOW        2/5
1345   1425           0.1125       LOW        2/5
1346   433            0.1123       LOW        2/5
1347   1184           0.1121       LOW        2/5
1348   901            0.1119       LOW        2/5
1349   1310           0.1115       LOW        2/5
1350   914            0.1114       LOW        2/5
1351   835            0.1113       LOW        2/5
1352   1239           0.1113       LOW        2/5
1353   1476           0.1112       LOW        2/5
1354   183            0.1110       LOW        2/5
1355   468            0.1108       LOW        2/5
1356   1757           0.1106       LOW        2/5
1357   1741           0.1106       LOW        2/5
1358   708            0.1106       LOW        2/5
1359   1546           0.1106       LOW        2/5
1360   1756           0.1105       LOW        2/5
1361   0              0.1104       LOW        2/5
1362   1377           0.1103       LOW        2/5
1363   153            0.1102       LOW        2/5
1364   693            0.1102       LOW        2/5
1365   1873           0.1101       LOW        2/5
1366   654            0.1100       LOW        2/5
1367   1510           0.1100       LOW        2/5
1368   974            0.1099       LOW        2/5
1369   1657           0.1098       LOW        2/5
1370   828            0.1098       LOW        2/5
1371   1836           0.1098       LOW        2/5
1372   719            0.1097       LOW        2/5
1373   81             0.1097       LOW        2/5
1374   906            0.1096       LOW        2/5
1375   1969           0.1094       LOW        2/5
1376   1795           0.1093       LOW        2/5
1377   1007           0.1092       LOW        2/5
1378   1148           0.1092       LOW        2/5
1379   1225           0.1092       LOW        2/5
1380   1629           0.1092       LOW        2/5
1381   930            0.1092       LOW        2/5
1382   198            0.1092       LOW        2/5
1383   1702           0.1092       LOW        2/5
1384   1170           0.1091       LOW        2/5
1385   384            0.1090       LOW        2/5
1386   1790           0.1089       LOW        2/5
1387   1592           0.1089       LOW        2/5
1388   1760           0.1089       LOW        2/5
1389   1091           0.1089       LOW        2/5
1390   1236           0.1089       LOW        2/5
1391   1416           0.1089       LOW        2/5
1392   1870           0.1088       LOW        2/5
1393   1575           0.1088       LOW        2/5
1394   1724           0.1088       LOW        2/5
1395   535            0.1088       LOW        2/5
1396   1089           0.1087       LOW        2/5
1397   1199           0.1087       LOW        2/5
1398   155            0.1087       LOW        2/5
1399   13             0.1087       LOW        2/5
1400   1144           0.1087       LOW        2/5
1401   1728           0.1087       LOW        2/5
1402   1484           0.1087       LOW        2/5
1403   1407           0.1087       LOW        2/5
1404   11             0.1087       LOW        2/5
1405   1113           0.1087       LOW        2/5
1406   1816           0.1087       LOW        2/5
1407   1884           0.1087       LOW        2/5
1408   1680           0.1087       LOW        2/5
1409   1642           0.1087       LOW        2/5
1410   939            0.1087       LOW        2/5
1411   1129           0.1086       LOW        2/5
1412   1507           0.1086       LOW        2/5
1413   197            0.1086       LOW        2/5
1414   1500           0.1086       LOW        2/5
1415   44             0.1086       LOW        2/5
1416   410            0.1086       LOW        2/5
1417   1116           0.1086       LOW        2/5
1418   1474           0.1086       LOW        2/5
1419   1528           0.1086       LOW        2/5
1420   1861           0.1086       LOW        2/5
1421   1447           0.1086       LOW        2/5
1422   184            0.1086       LOW        2/5
1423   1505           0.1086       LOW        2/5
1424   1499           0.1086       LOW        2/5
1425   722            0.1086       LOW        2/5
1426   1671           0.1086       LOW        2/5
1427   339            0.1086       LOW        2/5
1428   1773           0.1086       LOW        2/5
1429   1809           0.1086       LOW        2/5
1430   1139           0.1086       LOW        2/5
1431   225            0.1086       LOW        2/5
1432   1353           0.1086       LOW        2/5
1433   1468           0.1086       LOW        2/5
1434   1710           0.1085       LOW        2/5
1435   1462           0.1085       LOW        2/5
1436   1337           0.1085       LOW        2/5
1437   1723           0.1085       LOW        2/5
1438   1664           0.1085       LOW        2/5
1439   1159           0.1085       LOW        2/5
1440   1075           0.1085       LOW        2/5
1441   1444           0.1085       LOW        2/5
1442   1196           0.1085       LOW        2/5
1443   175            0.1085       LOW        2/5
1444   250            0.1085       LOW        2/5
1445   1725           0.1085       LOW        2/5
1446   1292           0.1085       LOW        2/5
1447   1582           0.1085       LOW        2/5
1448   992            0.1085       LOW        2/5
1449   1618           0.1085       LOW        2/5
1450   75             0.1085       LOW        2/5
1451   1092           0.1085       LOW        2/5
1452   1533           0.1085       LOW        2/5
1453   1705           0.1085       LOW        2/5
1454   1677           0.1085       LOW        2/5
1455   1713           0.1085       LOW        2/5
1456   1620           0.1085       LOW        2/5
1457   1045           0.1085       LOW        2/5
1458   1652           0.1085       LOW        2/5
1459   1237           0.1085       LOW        2/5
1460   87             0.1085       LOW        2/5
1461   1835           0.1085       LOW        2/5
1462   1320           0.1085       LOW        2/5
1463   1303           0.1085       LOW        2/5
1464   1825           0.1085       LOW        2/5
1465   886            0.1085       LOW        2/5
1466   1153           0.1085       LOW        2/5
1467   1114           0.1085       LOW        2/5
1468   1270           0.1085       LOW        2/5
1469   1428           0.1085       LOW        2/5
1470   1391           0.1085       LOW        2/5
1471   1298           0.1085       LOW        2/5
1472   1738           0.1085       LOW        2/5
1473   1221           0.1085       LOW        2/5
1474   1729           0.1085       LOW        2/5
1475   926            0.1085       LOW        2/5
1476   958            0.1085       LOW        2/5
1477   1335           0.1085       LOW        2/5
1478   1550           0.1085       LOW        2/5
1479   955            0.1085       LOW        2/5
